epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
47,2902.48,1.27435,0.8415,1.15486,0.58797,0.3649,0.36709,0.18523,2.06549,2.99629,1.77985,0.000495041,0.000495041,0.000495041
48,2966.56,1.24936,0.8168,1.14098,0.59892,0.36753,0.37237,0.18773,2.07621,2.94501,1.78035,0.000486042,0.000486042,0.000486042
49,3024.55,1.26069,0.82188,1.1482,0.59848,0.37895,0.382,0.19057,2.10545,2.90378,1.80853,0.000477043,0.000477043,0.000477043
50,3088.1,1.25292,0.83071,1.14347,0.61468,0.36598,0.37993,0.19175,2.05335,2.96128,1.76371,0.000468044,0.000468044,0.000468044
51,3150.74,1.25589,0.81721,1.14417,0.61791,0.37399,0.38385,0.19281,2.04944,2.91283,1.74951,0.000459045,0.000459045,0.000459045
52,3212.59,1.25241,0.81498,1.14443,0.59206,0.37985,0.37934,0.1916,2.06909,2.93294,1.79108,0.000450046,0.000450046,0.000450046
53,3271.69,1.24195,0.81018,1.13902,0.57772,0.37668,0.36618,0.18747,2.0641,3.00001,1.79386,0.000441047,0.000441047,0.000441047
54,3329.38,1.23663,0.79998,1.13432,0.58265,0.39297,0.3845,0.19392,2.07596,2.88498,1.797,0.000432048,0.000432048,0.000432048
55,3386.77,1.22963,0.79954,1.13268,0.6154,0.37305,0.37589,0.19186,2.05481,2.95335,1.76806,0.000423049,0.000423049,0.000423049
56,3446.48,1.22627,0.79141,1.12899,0.57699,0.39039,0.38611,0.19487,2.08988,2.85605,1.78979,0.000414049,0.000414049,0.000414049
57,3506,1.2162,0.78506,1.12291,0.59377,0.38306,0.38275,0.19269,2.0482,2.92495,1.77021,0.00040505,0.00040505,0.00040505
58,3564.3,1.22233,0.78018,1.1204,0.59075,0.38905,0.38752,0.19497,2.05478,2.91274,1.76798,0.000396051,0.000396051,0.000396051
59,3622.44,1.22223,0.78253,1.1202,0.58414,0.38145,0.37725,0.19247,2.04426,2.89939,1.76561,0.000387052,0.000387052,0.000387052
60,3681.62,1.20982,0.76772,1.12171,0.60523,0.38544,0.38898,0.19691,2.06384,2.87375,1.77826,0.000378053,0.000378053,0.000378053
61,3741.57,1.20492,0.76956,1.12041,0.61927,0.37313,0.38078,0.19318,2.06145,2.91398,1.75645,0.000369054,0.000369054,0.000369054
62,3800.52,1.20636,0.76308,1.11876,0.60647,0.38383,0.38672,0.19725,2.05786,2.93338,1.7733,0.000360055,0.000360055,0.000360055
63,3858.99,1.19745,0.75199,1.11515,0.59445,0.38688,0.38643,0.19489,2.08789,2.91291,1.81037,0.000351056,0.000351056,0.000351056
64,3917.68,1.19911,0.75189,1.11177,0.58637,0.38805,0.37915,0.19222,2.07441,2.90607,1.78821,0.000342057,0.000342057,0.000342057
65,3976.26,1.19123,0.75017,1.11461,0.6194,0.38139,0.38219,0.19429,2.08143,2.9737,1.79292,0.000333058,0.000333058,0.000333058
66,4034.3,1.17338,0.73763,1.10017,0.62844,0.37735,0.38703,0.19589,2.07407,2.96832,1.78489,0.000324058,0.000324058,0.000324058
67,4093.3,1.1738,0.72631,1.10194,0.60542,0.38183,0.38084,0.19396,2.06622,3.00303,1.77716,0.000315059,0.000315059,0.000315059
68,4152.01,1.1724,0.74124,1.09634,0.60303,0.38681,0.38248,0.19388,2.09224,2.94902,1.80392,0.00030606,0.00030606,0.00030606
69,4210.19,1.1632,0.71929,1.09494,0.61214,0.38813,0.38606,0.19612,2.06714,3.02266,1.77916,0.000297061,0.000297061,0.000297061
70,4268.65,1.15947,0.72397,1.094,0.6205,0.38371,0.39179,0.19871,2.07492,2.96503,1.79705,0.000288062,0.000288062,0.000288062
71,4327.27,1.17892,0.72036,1.09502,0.58993,0.38796,0.38287,0.19543,2.07288,3.01407,1.78962,0.000279063,0.000279063,0.000279063
72,4385.84,1.15935,0.71798,1.0951,0.59821,0.39163,0.38147,0.19448,2.09824,3.01491,1.81212,0.000270064,0.000270064,0.000270064
73,4444.33,1.15077,0.71517,1.09243,0.60096,0.37584,0.37419,0.19142,2.07252,3.05843,1.79323,0.000261065,0.000261065,0.000261065
74,4503.06,1.15176,0.70491,1.08134,0.61121,0.37939,0.37996,0.19425,2.07875,3.06228,1.80386,0.000252066,0.000252066,0.000252066
75,4561.41,1.15289,0.7059,1.08962,0.62526,0.37309,0.38017,0.19504,2.08045,3.03521,1.79492,0.000243067,0.000243067,0.000243067
76,4619.72,1.15413,0.70855,1.08779,0.60234,0.39304,0.38582,0.19875,2.07047,3.06226,1.80102,0.000234068,0.000234068,0.000234068
77,4678.22,1.14303,0.6979,1.08405,0.60662,0.38454,0.38327,0.19571,2.08621,3.05059,1.79842,0.000225068,0.000225068,0.000225068
78,4736.4,1.13207,0.6941,1.08327,0.60702,0.3879,0.38235,0.19562,2.09255,3.07877,1.80083,0.000216069,0.000216069,0.000216069
79,4794.84,1.13261,0.69324,1.08189,0.62002,0.383,0.38433,0.1965,2.08371,3.0561,1.80869,0.00020707,0.00020707,0.00020707
80,4853.08,1.13171,0.68628,1.08065,0.62686,0.3839,0.38517,0.19748,2.08667,3.06231,1.81106,0.000198071,0.000198071,0.000198071
81,4911.59,1.13753,0.69557,1.08623,0.62347,0.38053,0.38213,0.19712,2.08435,3.05897,1.80444,0.000189072,0.000189072,0.000189072
82,4969.93,1.12943,0.68554,1.07877,0.60321,0.38644,0.38061,0.19571,2.09679,3.0748,1.81027,0.000180073,0.000180073,0.000180073
83,5028.6,1.10903,0.66996,1.06709,0.62131,0.37353,0.37746,0.19394,2.09446,3.09354,1.81468,0.000171074,0.000171074,0.000171074
84,5086.83,1.10851,0.66999,1.06552,0.62409,0.37898,0.3774,0.193,2.0841,3.1029,1.80381,0.000162075,0.000162075,0.000162075
85,5145.09,1.11707,0.67429,1.07201,0.61275,0.37914,0.37835,0.19457,2.09276,3.09593,1.80996,0.000153076,0.000153076,0.000153076
86,5203.66,1.11052,0.67022,1.06946,0.63278,0.37627,0.38018,0.19478,2.09729,3.07194,1.81215,0.000144077,0.000144077,0.000144077
87,5261.74,1.10283,0.66488,1.06089,0.61531,0.38399,0.37912,0.1951,2.08185,3.10594,1.81326,0.000135077,0.000135077,0.000135077
88,5320.32,1.11481,0.66677,1.06948,0.61144,0.3846,0.3787,0.19406,2.09509,3.12906,1.81875,0.000126078,0.000126078,0.000126078
89,5378.97,1.10501,0.66383,1.06632,0.61471,0.38948,0.38104,0.19606,2.08949,3.13456,1.81121,0.000117079,0.000117079,0.000117079
90,5437.33,1.09633,0.65759,1.0633,0.61959,0.37861,0.3774,0.1952,2.09072,3.1215,1.8189,0.00010808,0.00010808,0.00010808
91,5500.63,1.05774,0.59519,1.0559,0.61218,0.37716,0.37582,0.19317,2.10526,3.07594,1.81722,9.9081e-05,9.9081e-05,9.9081e-05
92,5558.72,1.04742,0.58061,1.04746,0.61535,0.38449,0.38138,0.19491,2.10036,3.08507,1.81649,9.00819e-05,9.00819e-05,9.00819e-05
93,5617.02,1.04816,0.57939,1.05227,0.62008,0.37937,0.37901,0.19364,2.10252,3.09001,1.82243,8.10828e-05,8.10828e-05,8.10828e-05
94,5675.17,1.0386,0.57432,1.04584,0.61781,0.38213,0.37908,0.19389,2.09971,3.10791,1.82336,7.20837e-05,7.20837e-05,7.20837e-05
95,5733.55,1.02553,0.56585,1.04092,0.62623,0.38079,0.37638,0.19257,2.10188,3.12504,1.82645,6.30846e-05,6.30846e-05,6.30846e-05
96,5791.34,1.02886,0.56741,1.04033,0.62683,0.37904,0.37854,0.19431,2.09386,3.12972,1.8206,5.40855e-05,5.40855e-05,5.40855e-05
97,5847.51,1.00882,0.55882,1.03791,0.62944,0.37858,0.37587,0.19306,2.09498,3.15007,1.81546,4.50864e-05,4.50864e-05,4.50864e-05
98,5903.64,1.0225,0.56548,1.04171,0.6249,0.38145,0.37792,0.19284,2.09787,3.13225,1.82419,3.60873e-05,3.60873e-05,3.60873e-05
99,5959.85,1.01695,0.55521,1.03591,0.62331,0.38164,0.37662,0.19267,2.09898,3.14718,1.82134,2.70882e-05,2.70882e-05,2.70882e-05
100,6016.23,1.00797,0.55315,1.03378,0.62778,0.38014,0.37725,0.19343,2.09855,3.14772,1.82021,1.80891e-05,1.80891e-05,1.80891e-05
